,accelx,accely,accelz, steps
0,0.77,0.17,0.9, 40
222,0.08,0.82,0.48
223,0.14,1.08,0.44
224,0.42,0.93,0.34
225,0.43,0.75,0.45
226,0.19,0.77,0.32
227,0.07,0.68,0.23
228,0.02,0.73,0.31
229,-0.13,0.98,0.37
230,-0.19,1.12,0.41
231,-0.46,1.26,0.42
232,-0.23,1.05,0.32
233,-0.18,1.16,0.25
234,0.08,1.11,0.29
235,0.2,0.98,0.27
236,0.25,0.92,0.18
237,0.25,0.9,0.16
238,0.35,0.86,0.23
239,0.36,0.88,0.19
240,0.23,0.76,0.2
241,0.01,0.8,0.27
242,0.1,0.71,0.5
243,0.23,0.81,0.53
244,0.38,0.99,0.47
245,0.42,0.78,0.39
246,0.26,0.77,0.38
247,0.08,0.78,0.31
248,0.04,0.8,0.37
249,-0.13,1.02,0.44
250,-0.03,1.07,0.48
251,-0.37,1.09,0.37
252,-0.32,1.09,0.43
253,-0.16,1.03,0.32
254,-0.03,1.13,0.3
255,0.03,1.04,0.21
256,0.17,1.0,0.15
257,0.32,1.05,0.19
258,0.34,0.77,0.14
259,0.25,0.73,0.17
260,0.18,0.7,0.16
261,0.22,0.77,0.27
262,0.14,0.93,0.42
263,0.16,1.02,0.59
264,0.29,1.15,0.37
265,0.5,0.9,0.38
266,0.36,0.85,0.47
267,0.15,0.8,0.31
268,0.03,0.8,0.23
269,-0.1,0.71,0.28
270,-0.27,0.85,0.34
271,-0.11,1.0,0.41
272,-0.24,1.24,0.42
273,-0.06,1.13,0.32
274,-0.05,1.14,0.23
275,-0.01,1.08,0.19
276,0.06,0.97,0.15
277,0.23,0.94,0.16
278,0.29,0.82,0.17
279,0.39,0.77,0.24
280,0.34,0.64,0.21
281,0.24,0.76,0.19
282,0.16,0.83,0.22
283,0.06,1.01,0.37
284,0.12,0.99,0.63
285,0.39,1.03,0.47
286,0.54,0.93,0.41
287,0.33,0.86,0.37
288,-0.04,0.77,0.25
289,-0.16,0.58,0.23
290,-0.13,0.58,0.34
291,-0.13,0.86,0.4
292,-0.01,1.08,0.43
293,-0.16,1.24,0.42
294,-0.09,1.12,0.39
295,-0.08,1.11,0.26
296,0.05,1.09,0.22
297,0.16,1.01,0.23
298,0.25,0.88,0.19
299,0.34,0.87,0.21
300,0.37,0.66,0.22
301,0.24,0.64,0.16
302,0.22,0.7,0.2
303,0.16,0.92,0.31
304,0.08,0.96,0.48
305,0.09,1.08,0.64
306,0.4,1.03,0.4
307,0.57,0.89,0.47
308,0.23,0.84,0.39
309,-0.08,0.76,0.32
310,-0.19,0.56,0.27
311,-0.13,0.56,0.37
312,-0.18,0.89,0.44
313,-0.03,1.22,0.47
314,-0.08,1.37,0.47
315,0.05,1.21,0.41
316,0.05,1.19,0.26
317,0.12,1.05,0.29
318,0.13,0.8,0.22
319,0.18,0.68,0.12
320,0.28,0.64,0.17
321,0.35,0.57,0.21
322,0.3,0.66,0.19
323,0.16,0.85,0.25
324,0.06,1.02,0.37
325,0.09,1.14,0.65
326,0.28,1.08,0.61
327,0.52,0.93,0.44
328,0.47,0.77,0.44
329,-0.02,0.8,0.33
330,-0.16,0.61,0.29
331,-0.25,0.46,0.32
332,-0.15,0.65,0.39
333,-0.04,1.05,0.47
334,0.08,1.13,0.4
335,-0.0,1.35,0.5
336,0.0,1.2,0.31
337,0.09,1.2,0.22
338,0.05,0.95,0.17
339,0.16,0.76,0.16
340,0.24,0.74,0.17
341,0.35,0.67,0.21
342,0.35,0.56,0.24
343,0.23,0.6,0.21
344,0.21,0.66,0.27
345,0.1,1.09,0.37
346,0.1,1.16,0.8
347,0.26,1.13,0.64
348,0.51,0.99,0.45
349,0.35,0.86,0.4
350,-0.04,0.78,0.42
351,-0.14,0.55,0.34
352,-0.04,0.46,0.37
353,0.0,0.66,0.4
354,0.08,0.95,0.44
355,0.01,1.35,0.49
356,0.04,1.38,0.47
357,0.08,1.33,0.31
358,0.09,1.3,0.26
359,0.12,1.11,0.27
360,0.22,0.75,0.27
361,0.33,0.64,0.31
362,0.35,0.42,0.34
363,0.41,0.3,0.37
364,0.28,0.38,0.33
365,0.28,0.65,0.38
366,0.28,1.43,0.34
367,-0.09,2.0,0.32
368,-0.04,1.13,0.12
369,0.47,1.08,0.06
370,0.18,0.87,0.05
371,0.07,0.57,-0.03
372,0.19,0.42,-0.11
373,0.09,0.31,-0.09
374,-0.18,0.3,0.1
375,-0.33,0.68,0.28
376,0.25,1.1,0.63
377,0.2,1.59,0.89
378,-0.08,1.14,0.62
379,-0.15,1.06,0.44
380,0.19,1.21,0.51
381,0.38,1.03,0.47
382,0.26,0.79,0.36
383,0.3,0.61,0.3
384,0.42,0.46,0.31
385,0.25,0.38,0.26
386,0.21,0.65,0.35
387,0.27,1.28,0.39
388,0.12,1.81,0.41
389,0.1,1.21,0.42
390,0.2,0.98,0.19
391,0.21,0.77,0.2
392,0.21,0.65,0.21
393,0.11,0.47,0.03
394,-0.03,0.38,0.04
395,0.0,0.43,0.23
396,-0.07,0.54,0.38
397,-0.01,0.88,0.58
398,0.18,1.2,0.63
399,-0.09,1.51,0.77
400,0.06,1.03,0.53
401,0.03,0.99,0.41
402,0.07,0.98,0.39
403,-0.19,1.09,0.29
404,0.08,0.96,0.12
405,0.08,0.63,0.27
406,0.1,0.55,0.43
407,0.16,0.37,0.66
408,0.28,0.18,0.76
409,0.34,0.26,1.03
410,0.21,0.33,1.15
411,0.34,0.53,1.3
412,0.27,0.47,1.0
413,0.17,0.31,0.86
414,0.16,0.34,0.97
415,0.32,0.28,0.95
416,0.18,0.32,0.94
417,0.17,0.36,0.97
418,0.2,0.41,1.08
419,0.14,0.26,0.98
420,0.23,0.25,1.04
421,0.23,0.2,1.0
422,0.25,0.32,1.04
423,0.06,0.27,1.03
424,0.27,0.14,1.09
425,0.13,0.15,1.04
