,accelx,accely,accelz, steps 
0,0.25,0.09,1.11, 33
1,0.29,0.1,1.09
2,0.28,0.11,1.06
3,0.53,0.46,1.09
4,0.46,-0.16,0.87
5,0.51,0.08,0.81
6,0.25,0.27,0.69
7,0.31,0.38,0.63
8,0.15,0.75,0.59
9,0.28,1.27,0.45
10,0.16,1.67,0.33
11,-0.02,1.51,0.15
12,-0.48,1.24,0.15
13,0.06,0.86,0.18
14,-0.08,0.72,0.25
15,-0.2,0.58,0.25
16,-0.09,0.5,0.4
17,-0.08,0.58,0.46
18,0.02,0.64,0.43
19,-0.13,0.99,0.3
20,-0.03,1.51,0.33
21,0.08,1.54,0.31
22,0.08,1.1,0.11
23,0.57,1.06,0.43
24,0.12,0.8,0.25
25,0.13,0.61,0.17
26,0.23,0.53,0.15
27,0.14,0.57,0.13
28,0.18,0.6,0.18
29,0.12,0.76,0.31
30,0.26,0.88,0.35
31,0.28,1.11,0.47
32,0.16,1.28,0.63
33,0.22,0.91,0.64
34,0.11,0.87,0.33
35,0.31,0.81,0.43
36,0.15,0.77,0.47
37,-0.09,0.63,0.41
38,-0.18,0.55,0.39
39,-0.0,0.54,0.53
40,0.07,0.72,0.51
41,0.15,1.03,0.53
42,-0.07,1.3,0.52
43,0.16,1.27,0.36
44,0.01,1.1,0.19
45,0.11,0.86,0.15
46,0.14,0.73,0.16
47,0.19,0.74,0.19
48,0.25,0.76,0.18
49,0.31,0.72,0.25
50,0.16,0.7,0.22
51,0.19,0.74,0.29
52,0.3,0.91,0.56
53,0.3,1.04,0.67
54,0.29,0.94,0.62
55,0.07,0.98,0.39
56,0.16,0.84,0.38
57,0.16,0.82,0.46
58,0.12,0.71,0.46
59,0.05,0.59,0.39
60,0.06,0.57,0.42
61,0.02,0.7,0.46
62,0.08,0.84,0.43
63,-0.14,1.14,0.47
64,-0.05,1.24,0.47
65,0.14,1.35,0.35
66,0.25,1.25,0.35
67,0.22,0.88,0.32
68,0.14,0.55,0.27
69,0.18,0.41,0.26
70,0.31,0.45,0.37
71,0.44,0.41,0.38
72,0.34,0.65,0.35
73,0.18,1.02,0.36
74,0.15,1.38,0.4
75,0.03,1.65,0.4
76,0.19,1.06,0.4
77,0.2,0.92,0.19
78,0.22,0.73,0.16
79,0.12,0.54,0.11
80,0.02,0.43,0.13
81,0.05,0.39,0.19
82,-0.06,0.4,0.26
83,-0.36,0.69,0.32
84,-0.12,1.27,0.46
85,-0.07,1.55,0.62
86,0.05,1.17,0.59
87,0.12,1.21,0.4
88,0.24,1.07,0.33
89,0.25,0.8,0.3
90,0.28,0.58,0.19
91,0.28,0.61,0.2
92,0.33,0.5,0.25
93,0.23,0.59,0.22
94,0.2,0.93,0.27
95,0.18,1.12,0.34
96,0.06,1.39,0.49
97,0.24,1.11,0.57
98,0.31,1.06,0.32
99,0.23,0.78,0.28
100,-0.04,0.67,0.21
101,0.02,0.65,0.38
102,-0.06,0.47,0.25
103,-0.3,0.5,0.39
104,-0.27,0.99,0.37
105,0.07,1.32,0.48
106,0.1,1.42,0.51
107,0.24,1.39,0.34
108,0.2,1.02,0.31
109,0.18,0.63,0.37
110,0.12,0.72,0.38
111,0.19,0.69,0.4
112,0.32,0.52,0.45
113,0.31,0.43,0.41
114,0.23,0.47,0.39
115,0.3,0.75,0.43
116,0.15,1.52,0.6
117,0.34,1.23,0.78
118,0.32,1.2,0.16
119,0.36,1.03,0.18
120,-0.1,0.86,0.04
121,-0.17,0.57,-0.05
122,0.0,0.44,0.09
123,-0.07,0.47,0.25
124,-0.15,0.76,0.39
125,-0.13,1.01,0.42
126,-0.38,1.45,0.57
127,0.02,0.93,0.58
128,0.07,1.07,0.46
129,0.31,1.13,0.49
130,0.35,0.88,0.5
131,0.28,0.64,0.4
132,0.25,0.57,0.3
133,0.34,0.52,0.31
134,0.25,0.6,0.29
135,0.2,1.03,0.34
136,0.11,1.41,0.35
137,0.04,1.16,0.7
138,0.48,1.0,0.41
139,0.43,0.83,0.27
140,0.19,0.65,0.22
141,-0.12,0.51,0.12
142,-0.14,0.38,0.2
143,-0.05,0.47,0.38
144,-0.16,0.96,0.36
145,0.09,1.16,0.5
146,-0.12,1.18,0.52
147,-0.03,1.16,0.45
148,0.02,1.12,0.29
149,0.14,1.06,0.29
150,0.26,0.9,0.3
151,0.29,0.81,0.3
152,0.34,0.71,0.27
153,0.37,0.61,0.28
154,0.31,0.6,0.24
155,0.25,0.69,0.25
156,0.15,0.97,0.33
157,-0.02,1.22,0.52
158,0.19,1.1,0.55
159,0.42,1.09,0.36
160,0.38,0.82,0.35
161,0.02,0.69,0.23
162,-0.21,0.46,0.17
163,-0.08,0.39,0.31
164,-0.14,0.69,0.41
165,-0.04,1.06,0.46
166,-0.13,1.25,0.47
167,-0.11,1.31,0.44
168,0.12,1.28,0.34
169,0.29,1.14,0.34
170,0.18,0.72,0.22
171,0.11,0.68,0.21
172,0.29,0.66,0.22
173,0.42,0.6,0.3
174,0.31,0.65,0.29
175,0.24,0.75,0.3
176,0.2,0.88,0.35
177,0.02,1.13,0.44
178,0.0,1.14,0.55
179,0.46,1.18,0.37
180,0.39,0.91,0.31
181,0.13,0.81,0.16
182,-0.12,0.6,0.05
183,-0.03,0.5,0.18
184,0.0,0.53,0.39
185,-0.3,0.71,0.42
186,-0.15,1.01,0.51
187,-0.16,1.38,0.49
188,0.22,1.31,0.41
189,0.22,1.27,0.4
190,0.16,1.02,0.34
191,0.12,0.84,0.24
192,0.31,0.77,0.27
193,0.41,0.62,0.31
194,0.39,0.46,0.32
195,0.31,0.49,0.32
196,0.34,0.72,0.4
197,0.31,1.38,0.47
198,0.24,1.7,0.57
199,0.35,1.41,0.29
200,0.32,1.22,0.02
201,0.09,1.03,-0.07
202,-0.08,0.81,-0.06
203,-0.04,0.48,-0.12
204,0.06,0.37,0.05
205,-0.27,0.42,0.12
206,-0.18,0.8,0.4
207,-0.27,1.37,0.55
208,0.07,1.37,0.75
209,-0.03,0.98,0.58
210,-0.13,1.13,0.53
211,0.04,1.33,0.42
212,0.37,1.09,0.37
213,0.42,0.73,0.38
214,0.32,0.6,0.37
215,0.4,0.42,0.32
216,0.31,0.44,0.31
217,0.23,0.71,0.33
218,0.22,1.11,0.32
219,0.05,1.55,0.36
220,0.08,1.14,0.49
221,0.26,1.02,0.22
222,0.38,0.94,0.26
223,0.24,0.77,0.19
224,-0.0,0.57,0.08
225,-0.06,0.45,0.1
226,-0.03,0.42,0.25
227,-0.22,0.6,0.44
228,-0.14,1.04,0.48
229,0.07,1.24,0.48
230,-0.02,1.29,0.55
231,-0.05,1.09,0.42
232,0.03,1.01,0.33
233,0.2,1.02,0.3
234,0.2,0.82,0.26
235,0.28,0.8,0.26
236,0.34,0.69,0.22
237,0.33,0.55,0.2
238,0.17,0.57,0.13
239,0.15,0.76,0.24
240,0.15,1.04,0.29
241,0.03,1.22,0.57
242,-0.03,1.05,0.36
243,0.63,1.05,0.4
244,0.48,0.87,0.46
245,0.2,0.78,0.31
246,-0.14,0.56,0.13
247,-0.16,0.49,0.22
248,-0.12,0.59,0.33
249,-0.1,1.04,0.45
250,0.11,1.09,0.41
251,-0.16,1.3,0.46
252,0.16,1.12,0.33
253,0.13,1.02,0.25
254,0.13,0.9,0.26
255,0.1,0.81,0.22
256,0.21,0.75,0.18
257,0.27,0.74,0.2
258,0.4,0.66,0.27
259,0.26,0.6,0.19
260,0.17,0.67,0.19
261,0.1,0.89,0.3
262,0.1,1.13,0.36
263,0.08,1.09,0.63
264,0.13,1.02,0.49
265,0.45,0.91,0.35
266,0.46,0.77,0.49
267,0.11,0.73,0.42
268,-0.07,0.58,0.28
269,-0.09,0.54,0.33
270,-0.01,0.68,0.39
271,0.11,1.0,0.44
272,0.17,1.1,0.45
273,-0.02,1.38,0.53
274,0.07,1.26,0.39
275,0.22,1.26,0.26
276,0.2,1.02,0.26
277,0.19,0.66,0.26
278,0.18,0.61,0.39
279,0.22,0.7,0.38
280,0.3,0.44,0.3
281,0.15,0.27,0.3
282,0.17,0.44,0.36
283,0.18,1.15,0.51
284,0.13,1.21,0.16
285,-0.31,1.35,0.18
286,0.21,1.1,-0.02
287,0.44,1.06,0.12
288,0.19,0.89,-0.15
289,-0.24,0.58,-0.2
290,-0.22,0.43,0.0
291,-0.15,0.59,0.45
292,-0.26,0.85,0.51
293,-0.26,1.26,0.47
294,-0.06,1.58,0.67
295,0.1,1.47,0.47
296,0.06,1.51,0.25
297,0.14,1.13,0.17
298,0.29,0.94,0.17
299,0.33,0.68,0.18
300,0.33,0.64,0.23
301,0.39,0.54,0.24
302,0.3,0.54,0.22
303,0.29,0.59,0.28
304,0.28,0.85,0.26
305,0.21,1.33,0.29
306,-0.05,1.56,0.42
307,0.28,1.34,0.23
308,0.32,1.28,0.21
309,0.27,1.06,0.1
310,-0.07,0.81,-0.07
311,-0.13,0.52,-0.13
312,-0.04,0.45,0.07
313,-0.05,0.42,0.25
314,-0.27,0.61,0.37
315,-0.29,1.01,0.38
316,-0.27,1.5,0.56
317,0.27,1.3,0.75
318,-0.23,1.23,0.35
319,0.14,1.33,0.35
320,0.36,1.0,0.32
321,0.36,0.77,0.27
322,0.34,0.68,0.26
323,0.39,0.51,0.25
324,0.29,0.18,0.22
325,0.25,0.3,0.36
326,0.23,0.72,0.42
327,0.29,1.7,0.3
328,0.06,1.93,0.27
329,0.07,1.14,0.04
330,0.27,1.07,0.0
331,0.22,0.89,-0.02
332,0.07,0.69,-0.2
333,0.07,0.48,-0.29
334,-0.08,0.35,-0.25
335,-0.29,0.56,0.08
336,-0.14,0.79,0.32
337,-0.1,1.31,0.66
338,-0.04,1.41,0.91
339,-0.3,1.1,0.49
340,0.08,1.17,0.32
341,0.25,1.15,0.17
342,0.09,0.94,0.06
343,0.07,0.91,0.09
344,0.07,0.72,0.15
345,0.19,0.57,0.4
346,0.14,0.28,0.72
347,0.28,0.17,1.03
348,0.24,0.18,1.13
349,0.05,0.6,1.26
350,0.05,0.41,0.89
351,0.12,0.47,0.9
352,0.27,0.34,0.83
353,0.22,0.32,0.91
354,-0.1,0.21,0.77
355,0.07,0.35,1.01
356,-0.03,0.2,0.85
357,0.09,0.19,0.93
358,0.17,0.33,1.03
359,-0.04,0.41,0.88
